,Team_Name,Tries_Scored,Conversions,Conversion_Attempts,Conversion_Percentage,Penalty_Goals,Penalty_Attempts,Penalty_Percentage,Kick_at_Goal_Success,Drop_Goals,Drop_Goal_Attempts,Kicks_from_Hand,Passes,Runs,Metres_Run,Possession(%),Clean_Breaks,Defenders_Beaten,Offloads,Rucks_Won,Total_Rucks,%Rucks_Won,Mauls_Won,Total_Mauls,%Mauls_Won,Turnovers_Conceded,Tackles_Made,Tackles_Missed,Tackling_Success_Rate,Own_Scrum_Won,Own_Scrum_Lost,Opp_Scrum_Won,Opp_Scrum_Lost,%Scrums_on_own_feed,Own_Lineout_Won,Own_Lineout_Lost,Opp_Lineout_Won,Opp_Lineout_Lost,%Lineouts_on_own_feed,Penalties_Conceeded,Yellow_Cards,Red_Cards,Referee,Playing_Location,Result,Outcome,Tot_Own_Scrums,Penalties_Won
556,Bath Rugby,1.0,0.0,1.0,0.0,3.0,5.0,60.0,0.5,0.0,0.0,32.0,100.0,62.0,217.0,1.0,6.0,12.0,2.0,60.0,60.0,1.0,0.0,0.0,0,8.0,97,6,0.9420000000000001,3.0,0.0,0.0,8.0,0,11.0,6.0,5.0,7.0,0.647,10,0,0,A Small,1,14 ,0.0,3.0,10
557,Northampton Saints,0.0,0.0,0.0,0.0,5.0,6.0,83.33333333333334,0.833,1.0,1.0,33.0,135.0,90.0,267.0,0.0,5.0,6.0,10.0,76.0,80.0,0.95,0.0,0.0,0,6.0,73,12,0.8590000000000001,8.0,0.0,0.0,3.0,0,7.0,5.0,6.0,11.0,0.583,10,0,0,A Small,0, 18,1.0,8.0,10
558,London Welsh,3.0,2.0,3.0,66.66666666666666,2.0,3.0,66.66666666666666,0.667,0.0,0.0,13.0,102.0,100.0,371.0,0.5,7.0,16.0,7.0,82.0,86.0,0.953,0.0,0.0,0,13.0,93,19,0.83,7.0,3.0,2.0,5.0,0,12.0,3.0,1.0,8.0,0.8,12,0,0,D Pearson,1,25 ,1.0,10.0,13
559,Exeter Chiefs,3.0,3.0,3.0,100.0,1.0,2.0,50.0,0.8,0.0,0.0,9.0,114.0,95.0,468.0,0.5,9.0,18.0,5.0,71.0,77.0,0.922,0.0,0.0,0,22.0,101,15,0.871,5.0,2.0,3.0,7.0,0,8.0,1.0,3.0,12.0,0.889,13,0,0,D Pearson,0, 24,0.0,7.0,12
560,Harlequins,4.0,4.0,4.0,100.0,3.0,3.0,100.0,1.0,0.0,0.0,13.0,130.0,96.0,503.0,0.8,6.0,12.0,10.0,64.0,69.0,0.9279999999999999,0.0,0.0,0,16.0,64,11,0.853,4.0,0.0,3.0,8.0,0,16.0,0.0,0.0,12.0,1.0,12,0,0,T Wigglesworth,1,37 ,1.0,4.0,12
561,Sale Sharks,1.0,0.0,1.0,0.0,3.0,5.0,60.0,0.5,0.0,0.0,18.0,117.0,67.0,319.0,0.2,4.0,11.0,7.0,46.0,47.0,0.9790000000000001,0.0,0.0,0,12.0,98,11,0.899,8.0,3.0,0.0,4.0,0,12.0,0.0,0.0,16.0,1.0,12,0,0,T Wigglesworth,0, 14,0.0,11.0,12
562,Wasps,4.0,4.0,4.0,100.0,5.0,6.0,83.33333333333334,0.9,0.0,0.0,26.0,152.0,90.0,404.0,0.8,4.0,12.0,9.0,70.0,71.0,0.986,0.0,0.0,0,11.0,95,17,0.848,4.0,2.0,0.0,7.0,0,14.0,3.0,2.0,10.0,0.8240000000000001,10,0,0,L Pearce,1,43 ,1.0,6.0,14
563,London Irish,1.0,0.0,1.0,0.0,3.0,3.0,100.0,0.75,0.0,0.0,25.0,138.0,85.0,391.0,0.2,1.0,17.0,10.0,64.0,70.0,0.914,0.0,0.0,0,15.0,86,12,0.878,7.0,0.0,2.0,4.0,0,10.0,2.0,3.0,14.0,0.833,14,0,0,L Pearce,0, 14,0.0,7.0,10
564,Saracens,0.0,0.0,0.0,0.0,3.0,7.0,42.857142857142854,0.429,0.0,1.0,21.0,122.0,84.0,337.0,0.0,2.0,8.0,15.0,54.0,57.0,0.9470000000000001,0.0,0.0,0,19.0,153,17,0.9,7.0,2.0,0.0,10.0,0,11.0,1.0,1.0,8.0,0.917,11,0,0,M Fox,1,9 ,3.0,9.0,13
565,Leicester Tigers,0.0,0.0,0.0,0.0,3.0,3.0,100.0,1.0,0.0,1.0,26.0,157.0,117.0,345.0,0.0,0.0,17.0,11.0,97.0,10.0,0.97,0.0,0.0,0,17.0,84,8,0.9129999999999999,10.0,0.0,2.0,7.0,0,8.0,1.0,1.0,11.0,0.889,13,0,0,M Fox,0, 9,3.0,10.0,11
566,Worcester Warriors,1.0,1.0,1.0,100.0,3.0,6.0,50.0,0.57,0.0,0.0,21.0,95.0,91.0,513.0,0.5,6.0,13.0,6.0,55.0,58.0,0.948,0.0,0.0,0,17.0,93,12,0.89,5.0,3.0,0.0,10.0,0,12.0,1.0,1.0,14.0,0.9229999999999999,17,1,0,JP Doyle,1,16 ,3.0,8.0,15
567,Gloucester Rugby,1.0,1.0,1.0,100.0,3.0,5.0,60.0,0.67,0.0,0.0,26.0,101.0,87.0,351.0,0.5,2.0,12.0,4.0,60.0,63.0,0.9520000000000001,0.0,0.0,0,17.0,89,13,0.87,10.0,0.0,3.0,5.0,0,14.0,1.0,1.0,12.0,0.9329999999999999,15,0,0,JP Doyle,0, 16,3.0,10.0,17
568,Exeter Chiefs,1.0,0.0,1.0,0.0,3.0,6.0,50.0,0.429,0.0,0.0,30.0,60.0,64.0,141.0,1.0,2.0,8.0,2.0,50.0,56.0,0.893,0.0,0.0,0,9.0,75,9,0.893,5.0,0.0,1.0,5.0,0,12.0,3.0,3.0,9.0,0.8,15,1,0,DM Rose,1,14 ,1.0,5.0,8
569,Saracens,0.0,0.0,0.0,0.0,4.0,7.0,57.14285714285714,0.5710000000000001,0.0,0.0,29.0,77.0,73.0,292.0,0.0,1.0,9.0,2.0,54.0,61.0,0.885,0.0,0.0,0,14.0,73,9,0.89,5.0,1.0,0.0,5.0,0,9.0,3.0,3.0,12.0,0.75,8,2,0,DM Rose,0, 12,0.0,6.0,15
570,Leicester Tigers,0.0,0.0,0.0,0.0,3.0,4.0,75.0,0.75,0.0,0.0,16.0,144.0,99.0,339.0,0.0,3.0,16.0,7.0,89.0,90.0,0.9890000000000001,0.0,0.0,0,16.0,124,13,0.905,4.0,1.0,1.0,8.0,0,10.0,3.0,2.0,10.0,0.769,12,0,0,D Pearson,1,9 ,0.0,5.0,14
571,Harlequins,1.0,1.0,1.0,100.0,4.0,5.0,80.0,0.833,1.0,0.0,14.0,145.0,113.0,271.0,1.0,3.0,13.0,19.0,93.0,99.0,0.9390000000000001,0.0,0.0,0,13.0,111,16,0.8740000000000001,8.0,1.0,1.0,4.0,0,10.0,2.0,3.0,10.0,0.833,14,0,0,D Pearson,0, 22,1.0,9.0,12
572,London Irish,2.0,2.0,2.0,100.0,5.0,7.0,71.42857142857143,0.778,0.0,0.0,30.0,66.0,47.0,320.0,0.67,5.0,8.0,1.0,31.0,34.0,0.912,0.0,0.0,0,8.0,80,5,0.941,3.0,2.0,1.0,4.0,0,9.0,4.0,1.0,13.0,0.6920000000000001,15,1,0,JP Doyle,1,29 ,1.0,5.0,9
573,Bath Rugby,1.0,1.0,1.0,100.0,5.0,5.0,100.0,1.0,0.0,1.0,32.0,128.0,71.0,271.0,0.33,2.0,5.0,4.0,71.0,74.0,0.9590000000000001,0.0,0.0,0,9.0,46,9,0.836,4.0,1.0,2.0,3.0,0,13.0,1.0,4.0,9.0,0.929,9,0,0,JP Doyle,0, 22,0.0,5.0,15
574,Gloucester Rugby,2.0,2.0,2.0,100.0,5.0,7.0,71.42857142857143,0.778,0.0,0.0,21.0,113.0,84.0,428.0,0.67,3.0,17.0,7.0,62.0,67.0,0.925,0.0,0.0,0,11.0,98,14,0.875,6.0,0.0,0.0,6.0,0,11.0,2.0,0.0,11.0,0.846,15,0,0,M Fox,1,29 ,1.0,6.0,15
575,Wasps,1.0,1.0,1.0,100.0,5.0,6.0,83.33333333333334,0.857,0.0,0.0,14.0,167.0,96.0,347.0,0.33,4.0,14.0,11.0,70.0,76.0,0.9209999999999999,0.0,0.0,0,18.0,88,17,0.838,6.0,0.0,0.0,6.0,0,11.0,0.0,2.0,11.0,1.0,15,1,0,M Fox,0, 22,0.0,6.0,15
576,Northampton Saints,5.0,3.0,5.0,60.0,2.0,2.0,100.0,0.7140000000000001,0.0,0.0,19.0,117.0,82.0,370.0,0.56,9.0,13.0,10.0,55.0,57.0,0.965,0.0,0.0,0,15.0,100,16,0.862,10.0,1.0,0.0,7.0,0,13.0,1.0,1.0,10.0,0.929,11,0,0,T Wigglesworth,1,37 ,1.0,11.0,14
577,Worcester Warriors,4.0,4.0,4.0,100.0,1.0,2.0,50.0,0.833,0.0,0.0,11.0,137.0,112.0,550.0,0.44,12.0,14.0,18.0,72.0,76.0,0.9470000000000001,0.0,0.0,0,18.0,78,12,0.867,7.0,0.0,1.0,10.0,0,10.0,1.0,1.0,13.0,0.909,14,0,0,T Wigglesworth,0, 31,0.0,7.0,11
578,Sale Sharks,1.0,1.0,1.0,100.0,4.0,5.0,80.0,0.833,0.0,0.0,22.0,172.0,146.0,346.0,0.33,2.0,9.0,6.0,12.0,1.0,0.968,0.0,0.0,0,13.0,91,10,0.9009999999999999,8.0,1.0,0.0,6.0,0,14.0,0.0,1.0,5.0,1.0,9,0,0,A Small,1,19 ,0.0,9.0,11
579,London Welsh,2.0,2.0,2.0,100.0,5.0,6.0,83.33333333333334,0.875,0.0,0.0,24.0,85.0,89.0,320.0,0.67,5.0,10.0,6.0,67.0,68.0,0.985,0.0,0.0,0,13.0,158,9,0.946,6.0,0.0,1.0,8.0,0,5.0,1.0,0.0,14.0,0.833,11,0,0,A Small,0, 29,1.0,6.0,9
580,Bath Rugby,3.0,2.0,3.0,66.66666666666666,4.0,5.0,80.0,0.75,0.0,0.0,23.0,109.0,80.0,351.0,0.75,4.0,17.0,3.0,59.0,62.0,0.9520000000000001,0.0,0.0,0,12.0,117,12,0.907,6.0,0.0,1.0,5.0,0,13.0,0.0,1.0,18.0,1.0,14,0,0,S Davey,1,31 ,1.0,6.0,16
581,Sale Sharks,1.0,1.0,1.0,100.0,1.0,3.0,33.33333333333333,0.5,0.0,0.0,15.0,142.0,108.0,321.0,0.25,2.0,12.0,10.0,80.0,85.0,0.941,0.0,0.0,0,20.0,74,17,0.813,5.0,1.0,0.0,6.0,0,18.0,1.0,0.0,13.0,0.9470000000000001,16,2,0,S Davey,0, 10,0.0,6.0,14
582,London Welsh,1.0,1.0,1.0,100.0,6.0,7.0,85.71428571428571,0.875,0.0,0.0,19.0,116.0,121.0,415.0,0.25,1.0,8.0,15.0,85.0,89.0,0.955,0.0,0.0,0,15.0,94,16,0.855,3.0,0.0,0.0,10.0,0,12.0,1.0,3.0,7.0,0.9229999999999999,11,1,0,LAG Roberts,1,25 ,0.0,3.0,11
583,Gloucester Rugby,3.0,2.0,3.0,66.66666666666666,4.0,5.0,80.0,0.75,0.0,0.0,29.0,97.0,95.0,477.0,0.75,8.0,16.0,5.0,76.0,76.0,1.0,0.0,0.0,0,8.0,129,8,0.9420000000000001,10.0,0.0,0.0,3.0,0,7.0,3.0,1.0,12.0,0.7,11,1,0,LAG Roberts,0, 31,1.0,10.0,11
584,Harlequins,1.0,1.0,1.0,100.0,3.0,7.0,42.857142857142854,0.5,0.0,0.0,16.0,91.0,76.0,287.0,1.0,4.0,11.0,1.0,65.0,69.0,0.9420000000000001,0.0,0.0,0,9.0,75,7,0.915,7.0,0.0,2.0,5.0,0,7.0,4.0,1.0,11.0,0.636,15,1,0,A Small,1,16 ,0.0,7.0,14
585,Saracens,0.0,0.0,0.0,0.0,6.0,6.0,100.0,1.0,0.0,0.0,18.0,102.0,71.0,294.0,0.0,6.0,7.0,8.0,49.0,52.0,0.9420000000000001,0.0,0.0,0,11.0,90,11,0.8909999999999999,5.0,2.0,0.0,7.0,0,11.0,1.0,4.0,7.0,0.917,14,1,0,A Small,0, 18,1.0,7.0,15
586,Leicester Tigers,3.0,3.0,3.0,100.0,3.0,3.0,100.0,1.0,0.0,0.0,22.0,156.0,96.0,398.0,0.75,4.0,11.0,6.0,68.0,73.0,0.932,0.0,0.0,0,11.0,146,12,0.924,7.0,1.0,0.0,5.0,0,12.0,2.0,7.0,11.0,0.857,14,0,0,T Wigglesworth,1,30 ,1.0,8.0,14
587,Exeter Chiefs,1.0,0.0,1.0,0.0,1.0,3.0,33.33333333333333,0.25,0.0,0.0,11.0,189.0,133.0,377.0,0.25,3.0,12.0,13.0,10.0,1.0,0.973,0.0,0.0,0,13.0,96,12,0.889,5.0,0.0,1.0,7.0,0,11.0,7.0,2.0,12.0,0.611,14,0,0,T Wigglesworth,0, 8,0.0,5.0,14
588,Northampton Saints,2.0,1.0,2.0,50.0,4.0,5.0,80.0,0.7140000000000001,0.0,0.0,31.0,162.0,97.0,365.0,1.0,4.0,11.0,12.0,73.0,80.0,0.912,0.0,0.0,0,9.0,100,10,0.909,5.0,0.0,1.0,6.0,0,14.0,0.0,3.0,14.0,1.0,10,0,0,D Pearson,1,24 ,1.0,5.0,13
589,Wasps,0.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0,0.0,0.0,28.0,181.0,96.0,356.0,0.0,5.0,9.0,12.0,78.0,81.0,0.963,0.0,0.0,0,10.0,88,11,0.889,6.0,1.0,0.0,5.0,0,14.0,3.0,0.0,14.0,0.8240000000000001,13,1,0,D Pearson,0, 6,0.0,7.0,10
590,Worcester Warriors,4.0,3.0,4.0,75.0,3.0,4.0,75.0,0.75,0.0,0.0,22.0,83.0,79.0,350.0,0.8,7.0,9.0,1.0,56.0,64.0,0.875,0.0,0.0,0,12.0,81,6,0.9309999999999999,7.0,0.0,0.0,8.0,0,16.0,1.0,2.0,9.0,0.941,12,0,0,W Barnes,1,35 ,1.0,7.0,12
591,London Irish,1.0,0.0,1.0,0.0,2.0,4.0,50.0,0.4,0.0,0.0,19.0,102.0,72.0,253.0,0.2,1.0,7.0,4.0,58.0,60.0,0.9670000000000001,0.0,0.0,0,15.0,77,10,0.885,8.0,0.0,0.0,7.0,0,9.0,2.0,1.0,16.0,0.818,12,2,0,W Barnes,0, 11,0.0,8.0,12
592,Exeter Chiefs,5.0,4.0,5.0,80.0,3.0,3.0,100.0,0.875,0.0,0.0,12.0,180.0,132.0,601.0,0.62,11.0,25.0,13.0,10.0,1.0,0.9440000000000001,0.0,0.0,0,12.0,157,16,0.9079999999999999,1.0,0.0,0.0,3.0,0,8.0,1.0,1.0,9.0,0.889,12,1,0,M Fox,1,42 ,1.0,1.0,8
593,Harlequins,3.0,2.0,3.0,66.66666666666666,3.0,5.0,60.0,0.625,0.0,0.0,14.0,177.0,133.0,461.0,0.38,9.0,17.0,16.0,99.0,10.0,0.9520000000000001,0.0,0.0,0,11.0,132,27,0.83,3.0,0.0,0.0,1.0,0,9.0,1.0,1.0,8.0,0.9,8,0,0,M Fox,0, 28,0.0,3.0,12
594,London Irish,4.0,2.0,4.0,50.0,4.0,5.0,80.0,0.667,1.0,0.0,28.0,132.0,98.0,340.0,0.67,5.0,12.0,13.0,76.0,78.0,0.9740000000000001,0.0,0.0,0,9.0,94,15,0.862,4.0,2.0,1.0,7.0,0,10.0,3.0,3.0,10.0,0.769,14,0,0,M Raynal,1,39 ,1.0,6.0,10
595,Northampton Saints,2.0,2.0,2.0,100.0,1.0,2.0,50.0,0.75,0.0,0.0,23.0,167.0,104.0,330.0,0.33,2.0,15.0,10.0,80.0,83.0,0.9640000000000001,0.0,0.0,0,18.0,98,12,0.8909999999999999,7.0,1.0,2.0,4.0,0,10.0,3.0,3.0,10.0,0.769,10,0,0,M Raynal,0, 17,0.0,8.0,14
596,Wasps,1.0,1.0,1.0,100.0,1.0,3.0,33.33333333333333,0.5,0.0,1.0,30.0,120.0,109.0,394.0,1.0,4.0,11.0,7.0,89.0,95.0,0.937,0.0,0.0,0,15.0,104,4,0.963,9.0,1.0,0.0,7.0,0,14.0,5.0,6.0,15.0,0.737,15,0,0,LAG Roberts,1,10 ,1.0,10.0,10
597,Worcester Warriors,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.5,1.0,0.0,26.0,112.0,85.0,280.0,0.0,1.0,4.0,3.0,72.0,73.0,0.986,0.0,0.0,0,19.0,125,11,0.919,7.0,0.0,1.0,9.0,0,15.0,6.0,5.0,14.0,0.7140000000000001,10,0,0,LAG Roberts,0, 6,0.0,7.0,15
598,Gloucester Rugby,1.0,1.0,1.0,100.0,2.0,3.0,66.66666666666666,0.75,1.0,0.0,37.0,160.0,115.0,388.0,0.5,5.0,18.0,12.0,93.0,96.0,0.9690000000000001,0.0,0.0,0,15.0,104,16,0.867,11.0,2.0,1.0,6.0,0,12.0,0.0,5.0,10.0,1.0,7,0,0,D Pearson,1,16 ,1.0,13.0,12
599,Bath Rugby,1.0,1.0,1.0,100.0,1.0,1.0,100.0,1.0,0.0,0.0,33.0,121.0,92.0,322.0,0.5,3.0,16.0,3.0,80.0,86.0,0.93,0.0,0.0,0,19.0,119,18,0.8690000000000001,6.0,1.0,2.0,11.0,0,10.0,5.0,0.0,12.0,0.667,12,0,0,D Pearson,0, 10,0.0,7.0,7
600,Sale Sharks,1.0,0.0,1.0,0.0,1.0,2.0,50.0,0.33299999999999996,0.0,0.0,26.0,166.0,109.0,363.0,0.5,3.0,14.0,13.0,87.0,91.0,0.956,0.0,0.0,0,14.0,68,8,0.895,8.0,1.0,0.0,9.0,0,17.0,0.0,1.0,9.0,1.0,13,1,0,W Barnes,1,8 ,0.0,9.0,10
601,Leicester Tigers,1.0,0.0,1.0,0.0,5.0,5.0,100.0,0.833,0.0,0.0,26.0,79.0,60.0,188.0,0.5,4.0,8.0,8.0,54.0,58.0,0.9309999999999999,0.0,0.0,0,9.0,109,15,0.879,9.0,0.0,1.0,8.0,0,9.0,1.0,0.0,17.0,0.9,10,1,0,W Barnes,0, 20,1.0,9.0,13
602,London Welsh,2.0,2.0,2.0,100.0,3.0,4.0,75.0,0.833,0.0,0.0,26.0,80.0,77.0,331.0,0.67,5.0,11.0,7.0,60.0,62.0,0.968,0.0,0.0,0,17.0,108,11,0.9079999999999999,8.0,0.0,0.0,5.0,0,12.0,3.0,0.0,13.0,0.8,13,1,0,L Pearce,1,23 ,0.0,8.0,12
603,Saracens,1.0,1.0,1.0,100.0,7.0,8.0,87.5,0.889,0.0,0.0,26.0,140.0,94.0,444.0,0.33,3.0,11.0,5.0,83.0,85.0,0.976,0.0,0.0,0,15.0,78,11,0.8759999999999999,5.0,0.0,0.0,8.0,0,13.0,0.0,3.0,12.0,1.0,12,0,0,L Pearce,0, 28,1.0,5.0,13
604,Bath Rugby,3.0,1.0,3.0,33.33333333333333,2.0,2.0,100.0,0.6,0.0,0.0,17.0,147.0,101.0,411.0,0.6,4.0,14.0,9.0,80.0,88.0,0.909,0.0,0.0,0,12.0,173,16,0.915,10.0,2.0,1.0,4.0,0,11.0,2.0,1.0,5.0,0.846,18,1,1,W Barnes,1,23 ,1.0,12.0,13
605,Exeter Chiefs,2.0,1.0,2.0,50.0,1.0,4.0,25.0,0.33299999999999996,0.0,0.0,10.0,240.0,163.0,504.0,0.4,5.0,15.0,10.0,13.0,1.0,0.951,0.0,0.0,0,16.0,109,14,0.8859999999999999,4.0,1.0,2.0,10.0,0,5.0,1.0,2.0,11.0,0.833,13,0,0,W Barnes,0, 15,0.0,5.0,18
606,London Irish,1.0,1.0,1.0,100.0,7.0,9.0,77.77777777777779,0.8,0.0,0.0,24.0,91.0,61.0,161.0,0.25,0.0,9.0,9.0,46.0,47.0,0.9790000000000001,0.0,0.0,0,10.0,153,15,0.9109999999999999,7.0,0.0,1.0,5.0,0,9.0,1.0,3.0,6.0,0.9,13,0,0,T Wigglesworth,1,28 ,0.0,7.0,13
607,Harlequins,3.0,2.0,3.0,66.66666666666666,4.0,5.0,80.0,0.75,0.0,0.0,21.0,138.0,129.0,486.0,0.75,4.0,15.0,7.0,10.0,1.0,0.963,0.0,0.0,0,12.0,60,9,0.87,5.0,1.0,0.0,7.0,0,6.0,3.0,1.0,9.0,0.667,13,1,0,T Wigglesworth,0, 31,1.0,6.0,13
608,Wasps,4.0,0.0,4.0,0.0,2.0,3.0,66.66666666666666,0.28600000000000003,1.0,0.0,31.0,80.0,72.0,355.0,0.67,4.0,16.0,7.0,48.0,53.0,0.9059999999999999,0.0,0.0,0,17.0,70,4,0.946,6.0,1.0,1.0,7.0,0,13.0,0.0,2.0,8.0,1.0,12,0,0,N Owens,1,29 ,1.0,7.0,7
609,London Welsh,2.0,0.0,2.0,0.0,3.0,7.0,42.857142857142854,0.33299999999999996,0.0,0.0,29.0,84.0,72.0,208.0,0.33,1.0,6.0,4.0,52.0,55.0,0.945,0.0,0.0,0,16.0,71,18,0.7979999999999999,7.0,1.0,1.0,6.0,0,8.0,2.0,0.0,13.0,0.8,7,0,0,N Owens,0, 19,0.0,8.0,12
610,Gloucester Rugby,3.0,3.0,3.0,100.0,2.0,4.0,50.0,0.7140000000000001,0.0,0.0,23.0,79.0,65.0,307.0,0.6,3.0,14.0,5.0,44.0,50.0,0.88,0.0,0.0,0,13.0,76,16,0.826,5.0,0.0,2.0,8.0,0,9.0,5.0,4.0,11.0,0.643,20,2,0,JP Doyle,1,27 ,1.0,5.0,12
611,Leicester Tigers,2.0,1.0,2.0,50.0,3.0,3.0,100.0,0.8,0.0,0.0,19.0,103.0,73.0,252.0,0.4,4.0,16.0,5.0,57.0,61.0,0.934,0.0,0.0,0,11.0,68,14,0.8290000000000001,8.0,2.0,0.0,5.0,0,11.0,4.0,5.0,9.0,0.733,12,0,0,JP Doyle,0, 21,0.0,10.0,20
612,Northampton Saints,0.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0,0.0,0.0,19.0,128.0,81.0,454.0,0.0,6.0,9.0,7.0,51.0,57.0,0.895,0.0,0.0,0,15.0,97,14,0.8740000000000001,9.0,2.0,3.0,4.0,0,13.0,2.0,3.0,16.0,0.867,11,0,0,A Small,1,6 ,0.0,11.0,15
613,Saracens,1.0,1.0,1.0,100.0,3.0,3.0,100.0,1.0,0.0,0.0,27.0,117.0,93.0,338.0,1.0,6.0,14.0,7.0,71.0,74.0,0.9590000000000001,0.0,0.0,0,9.0,82,9,0.9009999999999999,4.0,3.0,2.0,9.0,0,16.0,3.0,2.0,13.0,0.8420000000000001,15,0,0,A Small,0, 16,1.0,7.0,11
614,Worcester Warriors,2.0,2.0,2.0,100.0,3.0,4.0,75.0,0.833,0.0,0.0,19.0,72.0,79.0,219.0,0.5,1.0,14.0,0.0,69.0,74.0,0.932,0.0,0.0,0,7.0,147,6,0.961,5.0,1.0,0.0,10.0,0,10.0,6.0,2.0,10.0,0.625,12,0,0,GM Garner,1,23 ,1.0,6.0,12
615,Sale Sharks,2.0,0.0,2.0,0.0,2.0,2.0,100.0,0.5,0.0,0.0,21.0,165.0,129.0,310.0,0.5,4.0,6.0,3.0,11.0,1.0,0.9670000000000001,0.0,0.0,0,7.0,93,16,0.853,10.0,0.0,1.0,5.0,0,10.0,2.0,6.0,10.0,0.833,12,0,0,GM Garner,0, 16,0.0,10.0,12
616,Exeter Chiefs,3.0,3.0,3.0,100.0,4.0,5.0,80.0,0.875,0.0,0.0,15.0,158.0,112.0,465.0,1.0,10.0,24.0,10.0,89.0,91.0,0.978,0.0,0.0,0,11.0,113,9,0.9259999999999999,6.0,1.0,3.0,5.0,0,9.0,1.0,0.0,15.0,0.9,15,0,0,DM Rose,1,33 ,1.0,7.0,13
617,Worcester Warriors,0.0,0.0,0.0,0.0,3.0,3.0,100.0,1.0,0.0,0.0,13.0,134.0,100.0,261.0,0.0,1.0,9.0,4.0,87.0,89.0,0.978,0.0,0.0,0,9.0,109,24,0.82,5.0,3.0,1.0,6.0,0,15.0,0.0,1.0,9.0,1.0,13,1,0,DM Rose,0, 9,0.0,8.0,15
618,London Welsh,1.0,1.0,1.0,100.0,3.0,5.0,60.0,0.667,0.0,0.0,35.0,82.0,74.0,275.0,1.0,3.0,5.0,4.0,62.0,63.0,0.9840000000000001,0.0,0.0,0,10.0,84,11,0.884,2.0,2.0,3.0,5.0,0,13.0,4.0,3.0,19.0,0.765,15,0,0,A Small,1,16 ,1.0,4.0,9
619,Bath Rugby,0.0,0.0,0.0,0.0,3.0,4.0,75.0,0.75,0.0,0.0,40.0,105.0,79.0,282.0,0.0,4.0,11.0,5.0,65.0,67.0,0.97,0.0,0.0,0,7.0,72,5,0.935,5.0,3.0,2.0,2.0,0,19.0,3.0,4.0,13.0,0.8640000000000001,9,0,0,A Small,0, 9,0.0,8.0,15
620,Harlequins,3.0,2.0,3.0,66.66666666666666,3.0,4.0,75.0,0.7140000000000001,0.0,0.0,11.0,132.0,94.0,473.0,0.75,8.0,11.0,12.0,59.0,65.0,0.9079999999999999,0.0,0.0,0,16.0,71,8,0.899,12.0,3.0,1.0,7.0,0,9.0,2.0,2.0,8.0,0.818,14,0,0,W Barnes,1,28 ,1.0,15.0,23
621,Gloucester Rugby,1.0,1.0,1.0,100.0,6.0,6.0,100.0,1.0,0.0,0.0,15.0,88.0,59.0,253.0,0.25,5.0,8.0,3.0,43.0,49.0,0.878,0.0,0.0,0,15.0,96,11,0.897,7.0,1.0,3.0,12.0,0,8.0,2.0,2.0,9.0,0.8,23,2,0,W Barnes,0, 25,0.0,8.0,14
622,Leicester Tigers,1.0,1.0,1.0,100.0,3.0,8.0,37.5,0.444,0.0,0.0,27.0,137.0,98.0,287.0,1.0,4.0,7.0,7.0,81.0,86.0,0.9420000000000001,0.0,0.0,0,12.0,86,4,0.956,7.0,0.0,1.0,2.0,0,12.0,3.0,3.0,17.0,0.8,12,0,0,GM Garner,1,16 ,1.0,7.0,17
623,Northampton Saints,0.0,0.0,0.0,0.0,4.0,5.0,80.0,0.8,0.0,1.0,19.0,124.0,74.0,234.0,0.0,1.0,4.0,7.0,55.0,57.0,0.965,0.0,0.0,0,13.0,117,7,0.943,2.0,1.0,0.0,7.0,0,17.0,3.0,3.0,12.0,0.85,17,1,0,GM Garner,0, 12,0.0,3.0,12
624,Sale Sharks,2.0,1.0,2.0,50.0,3.0,4.0,75.0,0.667,0.0,0.0,31.0,84.0,77.0,382.0,1.0,8.0,20.0,6.0,48.0,51.0,0.941,0.0,0.0,0,13.0,127,16,0.888,12.0,0.0,0.0,8.0,0,14.0,2.0,3.0,10.0,0.875,9,0,0,S Davey,1,21 ,1.0,12.0,15
625,London Irish,0.0,0.0,0.0,0.0,3.0,3.0,100.0,1.0,0.0,0.0,30.0,131.0,102.0,288.0,0.0,4.0,15.0,4.0,83.0,88.0,0.943,0.0,0.0,0,12.0,78,20,0.7959999999999999,8.0,0.0,0.0,12.0,0,10.0,3.0,2.0,14.0,0.769,15,0,0,S Davey,0, 9,0.0,8.0,9
626,Saracens,1.0,0.0,1.0,0.0,8.0,8.0,100.0,0.889,0.0,0.0,35.0,85.0,69.0,272.0,0.33,4.0,7.0,5.0,56.0,57.0,0.982,0.0,0.0,0,10.0,77,19,0.802,4.0,1.0,0.0,5.0,0,12.0,0.0,1.0,15.0,1.0,13,1,0,JP Doyle,1,29 ,1.0,5.0,13
627,Wasps,2.0,1.0,2.0,50.0,3.0,6.0,50.0,0.5,1.0,0.0,36.0,114.0,75.0,362.0,0.67,5.0,19.0,12.0,52.0,57.0,0.912,0.0,0.0,0,6.0,77,7,0.917,5.0,0.0,1.0,4.0,0,15.0,1.0,0.0,12.0,0.938,13,0,0,JP Doyle,0, 24,0.0,5.0,13
