Clock,TimeLeft,PhaseID,PhaseTime,PhaseName,RucksNo,PosGainline,NegGainline,Linebreak,LineBreakPrevPhase,rdNear,rdRuck,rdFar,rdMiddle,rsSlow,rsMedium,rsFast,KickTotal,KickedInfield,KickedtoTouch,turnoverTot,turnoverKick,turnoverContact,fromTurnover,penFK,penContact,Tries,TryTotal,PenTotal,TotDraPoss,TotOppPoss,TotDraLineB,TotAwayLineBreaks,DragScore,AwayScore
34.74229491,70,843,0.746139746,BALL IN PLAY,3,0,0,0,,1,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,10.01121856,9.412133777,1,5,6,10
35.71785803,70,869,0.643005635,BALL IN PLAY,4,0,0,1,RD - RUCK,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,10.01121856,9.631054602,1,5,6,10
37.3251202,70,893,1.286271884,BALL IN PLAY,8,0,0,0,,6,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,10.01121856,9.740515015,1,6,6,17
39.82224467,70,961,1.352671311,BALL IN PLAY,6,0,0,1,RD - RUCK,1,4,1,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,11.34735805,9.740515015,1,6,9,17
40.80614741,70,1024,0.520946962,BALL IN PLAY,3,0,0,0,,0,1,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,12.24923563,9.996514748,2,6,9,17
41.75681403,70,1043,0.614276974,BALL IN PLAY,4,0,0,0,,1,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,12.24923563,10.22263543,2,6,9,17
42.56782885,70,1064,0.592985263,BALL IN PLAY,3,0,0,0,,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.84222089,10.22263543,2,6,9,17
43.58706922,60,1094,0.579877464,BALL IN PLAY,5,0,0,0,,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.84222089,10.81562069,2,6,9,17
44.68057553,60,1123,0.142697247,BALL IN PLAY,1,0,0,0,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.98491814,10.81562069,2,6,9,17
45.94907074,60,1137,0.617983114,BALL IN PLAY,1,0,0,0,,0,1,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,13.22505081,10.81562069,2,6,9,17
47.05271091,60,1162,0.618284078,BALL IN PLAY,2,0,0,0,,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,13.55090464,11.05575336,2,6,9,17
47.9814692,60,1188,0.920117561,BALL IN PLAY,5,0,0,0,,3,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,14.09117868,11.16028228,2,6,9,17
50.00725826,60,1235,1.011994562,BALL IN PLAY,5,0,0,0,,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,14.5303881,11.95654159,2,6,9,17
51.50590341,60,1278,0.565470207,BALL IN PLAY,3,0,0,0,,1,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,14.9862715,11.95654159,2,6,9,17
52.24631317,60,1301,0.453482162,BALL IN PLAY,3,0,0,0,,1,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,15.43975366,12.242269,2,6,9,17
53.42620207,50,1319,0.940089714,BALL IN PLAY,5,0,0,0,,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.43975366,12.69575116,2,6,9,17
