Team_Name,Tries_Scored,Conversions,Conversion_Attempts,Conversion_Percentage,Penalty_Goals,Penalty_Attempts,Penalty_Percentage,Kick_at_Goal_Success,Drop_Goals,Drop_Goal_Attempts,Kicks_from_Hand,Passes,Runs,Metres_Run,Possession(%),Clean_Breaks,Defenders_Beaten,Offloads,Rucks_Won,Total_Rucks,Percent_Rucks_Won,Mauls_Won,Total_Mauls,Percent_Mauls_Won,Turnovers_Conceded,Tackles_Made,Tackles_Missed,Tackling_Success_Rate,Own_Scrum_Won,Own_Scrum_Lost,Opp_Scrum_Won,Opp_Scrum_Lost,Percent_Scrums_on_own_feed,Own_Lineout_Won,Own_Lineout_Lost,Opp_Lineout_Won,Opp_Lineout_Lost,Percent_Lineouts_on_own_feed,Penalties_Conceeded,Yellow_Cards,Red_Cards,Referee,Playing_Location,Result,Outcome,Tot_Own_Scrums,Penalties_Won
9,1,0,0,0,6,6,100,1,0,0,25,146,101,319,0.5,4,25,7,79,85,0.929,0,0,0,17,104,15,0.87,8,0,1,5,1,14,3,1,10,0.824,11,1,0,0,0,23,0,8,9
2,1,0,0,0,2,2,100,1,0,0,26,167,136,453,1,5,18,22,94,10,0.922,0,0,0,18,125,24,0.84,9,0,1,6,1,12,1,3,13,0.923,11,0,0,0,1,11,1,9,10
6,0,0,0,0,2,2,100,1,1,0,18,170,136,417,0,7,24,18,10,1,0.953,0,0,0,18,122,18,0.87,6,1,0,9,0.857,13,3,1,12,0.812,10,0,0,0,0,9,0,7,11
3,1,1,1,100,5,5,100,1,0,0,24,157,124,471,1,3,16,8,98,10,0.97,0,0,0,18,84,15,0.85,5,2,1,6,0.714,16,2,0,4,0.889,7,0,0,0,1,22,1,7,10
4,0,0,0,0,6,6,100,1,0,0,27,125,90,469,0,3,15,9,62,64,0.969,0,0,0,12,135,16,0.89,6,1,2,5,0.857,4,0,2,16,1,10,1,0,0,0,18,0,7,7
8,4,3,3,100,2,2,100,1,0,0,25,141,131,564,0.5,12,17,13,62,65,0.954,0,0,0,21,105,23,0.82,4,1,3,3,0.8,15,1,1,6,0.938,5,0,0,0,1,32,1,5,10
0,4,2,2,100,2,2,100,1,0,0,31,157,144,574,0.5,18,23,19,76,84,0.905,0,0,0,12,89,17,0.84,3,3,1,4,0.5,6,1,1,15,0.857,10,0,0,0,0,30,0,6,5
10,1,1,1,100,6,6,100,1,0,0,26,131,104,387,0.25,2,19,17,72,77,0.935,0,0,0,16,80,17,0.82,6,0,3,7,1,12,1,2,10,0.923,11,0,0,0,1,25,3,6,11
1,3,2,2,100,2,2,100,1,0,0,29,117,88,409,0.75,6,17,10,50,53,0.943,0,0,0,13,122,19,0.87,7,3,0,6,0.7,10,2,1,12,0.833,11,1,0,0,0,25,3,10,11
7,5,4,4,100,5,5,100,1,0,0,23,90,83,385,0.62,6,25,11,54,58,0.931,0,0,0,15,64,12,0.84,8,1,1,4,0.889,9,0,3,13,1,11,0,0,0,1,45,1,9,9
1,3,3,3,100,2,2,100,1,0,0,21,105,88,287,0.38,4,12,16,51,53,0.962,0,0,0,15,100,25,0.8,4,1,1,8,0.8,13,3,0,9,0.812,9,0,0,0,0,27,0,5,11
5,3,2,2,100,1,1,100,1,0,0,22,93,101,275,0.43,3,10,8,72,74,0.973,0,0,0,14,149,14,0.91,7,2,0,5,0.778,13,0,3,13,1,5,0,0,0,1,22,0,9,8
11,4,3,3,100,1,1,100,1,0,0,20,187,174,578,0.57,8,14,15,87,90,0.967,0,0,0,17,109,10,0.92,5,0,2,7,1,13,3,0,13,0.812,8,1,0,0,0,29,1,5,5
4,1,0,0,0,0,0,0,0,0,0,16,247,155,542,0.25,7,13,11,10,1,0.964,0,0,0,23,125,13,0.91,6,0,2,6,1,10,1,1,11,0.909,3,0,0,0,1,5,0,6,8
2,3,2,2,100,1,1,100,1,0,0,26,127,113,275,0.75,3,13,6,89,93,0.957,0,0,0,13,150,13,0.92,6,2,0,6,0.75,11,1,1,10,0.917,8,0,0,0,0,22,1,8,3
6,1,1,1,100,5,5,100,1,1,0,18,151,104,337,0.5,7,16,16,72,76,0.947,0,0,0,15,102,20,0.84,5,0,0,4,1,10,2,0,13,0.833,10,0,0,0,1,25,1,5,10
3,1,1,1,100,4,4,100,1,0,0,18,141,110,383,0.5,5,20,9,84,89,0.944,0,0,0,15,96,16,0.86,4,0,0,5,1,13,0,2,10,1,10,0,0,0,0,19,0,4,10
8,2,1,1,100,5,5,100,1,0,0,28,118,92,467,0.4,5,22,8,65,71,0.915,0,0,0,13,100,11,0.9,5,2,4,4,0.714,10,1,0,11,0.909,5,1,0,0,1,27,1,7,9
10,3,1,1,100,1,1,100,1,0,0,24,112,97,262,0.6,6,11,16,63,63,1,0,0,0,11,107,22,0.83,4,4,2,5,0.5,11,0,1,10,1,9,0,0,0,0,20,0,8,5
9,8,6,6,100,2,2,100,1,0,0,32,179,134,739,0.8,15,26,16,89,90,0.989,0,0,0,14,130,25,0.84,8,0,1,4,1,16,1,1,2,0.941,0,0,0,0,1,58,1,8,9
0,2,1,1,100,0,0,0,1,0,0,22,199,135,551,0.2,9,25,14,91,95,0.958,0,0,0,18,127,26,0.83,4,1,0,8,0.8,2,1,1,16,0.667,9,1,0,0,0,12,0,5,0
11,1,0,0,0,4,4,100,1,0,0,33,163,128,449,0.25,8,20,10,84,87,0.966,0,0,0,11,147,20,0.88,5,1,1,5,0.833,13,1,1,17,0.929,8,0,1,0,1,17,1,6,11
8,2,0,0,0,1,2,50,0.5,0,0,25,145,133,499,0.75,7,20,9,98,10,0.961,0,0,0,14,130,20,0.87,5,1,1,5,0.833,17,1,1,13,0.944,11,1,1,0,0,13,0,6,8
0,3,1,1,100,2,2,100,1,0,0,13,128,86,472,0.43,9,14,7,50,55,0.909,0,0,0,20,115,19,0.86,7,2,0,7,0.778,9,2,4,8,0.818,8,0,0,0,1,23,0,9,7
4,4,3,3,100,2,2,100,1,0,0,18,162,125,601,0.57,17,19,17,77,78,0.987,0,0,0,17,89,14,0.86,7,0,2,7,1,8,4,2,9,0.667,7,0,0,0,0,32,1,7,8
2,3,3,3,100,2,2,100,1,0,0,26,173,146,404,1,7,23,31,90,95,0.947,0,0,0,13,120,19,0.86,9,1,0,4,0.9,12,0,2,8,1,12,1,0,0,1,27,1,10,9
9,0,0,0,0,3,3,100,1,0,0,26,140,126,370,0,4,19,9,93,97,0.959,0,0,0,15,117,23,0.84,4,0,1,9,1,8,2,0,12,0.8,9,1,0,0,0,9,0,4,12
3,9,7,7,100,1,1,100,1,0,0,17,193,122,655,0.9,17,28,17,79,81,0.975,0,0,0,11,80,9,0.9,7,1,4,4,0.875,10,0,1,13,1,9,2,0,0,1,62,1,8,8
7,1,1,1,100,0,0,0,1,0,0,8,118,94,232,0.1,4,9,15,64,70,0.914,0,0,0,13,95,28,0.77,4,4,1,7,0.5,13,1,0,10,0.929,8,1,0,0,0,7,0,8,9
1,1,1,1,100,1,1,100,1,0,0,34,124,94,292,0.33,4,5,12,57,61,0.934,0,0,0,20,160,25,0.86,7,0,1,6,1,16,1,4,14,0.941,8,2,0,0,1,10,0,7,8
6,2,2,2,100,2,2,100,1,0,0,17,220,164,740,0.67,11,25,19,10,1,0.92,0,0,0,26,82,5,0.94,6,1,0,7,0.857,14,4,1,16,0.778,8,2,0,0,0,20,1,7,8
10,3,1,1,100,3,3,100,1,0,0,24,156,112,386,0.75,5,11,11,82,87,0.943,0,0,0,23,99,6,0.94,3,0,1,9,1,14,2,3,9,0.875,8,0,0,0,1,26,1,3,9
5,1,1,1,100,2,2,100,1,0,0,27,110,104,288,0.25,3,6,3,81,83,0.976,0,0,0,10,110,11,0.91,9,1,0,3,0.9,9,3,2,14,0.75,9,0,0,0,0,13,0,10,8
0,2,1,1,100,1,1,100,1,0,0,32,108,85,303,0.4,0,4,3,62,64,0.969,0,0,0,12,71,9,0.89,6,0,1,8,1,14,0,2,16,1,13,2,0,0,1,15,0,6,9
11,3,2,2,100,1,1,100,1,0,0,32,102,84,313,0.6,4,9,7,58,59,0.983,0,0,0,14,87,4,0.96,8,1,0,6,0.889,16,2,0,14,0.889,9,0,0,0,0,22,1,9,13
5,2,1,1,100,0,0,0,1,0,0,14,176,124,311,0.22,7,12,17,91,94,0.968,0,0,0,18,132,26,0.84,4,0,2,7,1,9,1,0,6,0.9,9,1,0,0,1,12,0,4,10
4,7,7,7,100,2,2,100,1,0,0,20,226,145,735,0.78,15,26,13,98,10,0.942,0,0,0,14,112,12,0.9,7,2,0,4,0.778,6,0,1,9,1,10,0,0,0,0,55,1,9,9
10,3,3,3,100,3,3,100,1,0,0,25,165,142,577,0.5,13,20,13,77,83,0.928,0,0,0,15,124,24,0.84,4,0,0,8,1,10,2,4,10,0.833,10,1,0,0,1,30,1,4,8
6,3,3,3,100,2,2,100,1,0,0,25,174,165,707,0.5,19,24,12,91,95,0.958,0,0,0,16,98,20,0.83,8,0,0,4,1,10,4,2,10,0.714,8,1,0,0,0,27,0,8,10
2,8,7,7,100,0,0,0,1,0,0,24,140,144,710,1,9,23,22,94,10,0.94,0,0,0,22,84,8,0.91,12,1,0,8,0.923,10,3,3,5,0.769,5,0,0,0,1,54,1,13,10
10,0,0,0,0,0,0,0,0,0,0,22,118,84,252,0,1,8,4,60,63,0.952,0,0,0,17,140,23,0.86,8,0,1,12,1,5,3,3,10,0.625,10,0,0,0,0,0,0,8,5
3,2,1,1,100,1,1,100,1,0,0,22,174,148,426,0.67,6,24,4,12,1,0.962,0,0,0,17,79,12,0.87,8,1,0,9,0.889,15,2,1,6,0.882,3,0,0,0,1,15,1,9,7
5,1,1,1,100,2,2,100,1,0,0,21,87,81,334,0.33,8,12,4,64,68,0.941,0,0,0,18,156,24,0.87,9,0,1,8,1,6,1,2,15,0.857,7,0,0,0,0,13,0,9,3
4,2,2,2,100,1,1,100,1,0,0,22,181,123,544,0.67,6,22,8,10,1,0.955,0,0,0,19,98,8,0.92,8,0,1,9,1,9,2,5,9,0.818,9,0,0,0,1,17,0,8,11
9,1,1,1,100,4,4,100,1,0,0,21,79,80,404,0.33,4,8,2,62,71,0.873,0,0,0,16,142,22,0.87,9,1,0,8,0.9,9,5,2,9,0.643,11,0,0,0,0,19,1,10,9
1,2,2,2,100,2,2,100,1,0,0,21,123,103,419,0.5,7,16,15,56,60,0.933,0,0,0,12,125,19,0.87,5,0,1,6,1,8,2,3,14,0.8,15,2,0,0,1,20,1,5,9
7,2,0,0,0,3,3,100,1,0,0,14,121,119,431,0.5,9,19,17,79,84,0.94,0,0,0,16,83,16,0.84,6,1,0,5,0.857,14,3,2,8,0.824,9,0,0,0,0,19,0,7,15
6,6,6,6,100,1,1,100,1,0,0,18,139,88,416,0.67,9,16,13,59,60,0.983,0,0,0,10,76,11,0.87,8,2,0,8,0.8,13,1,3,7,0.929,10,1,0,0,1,45,1,10,8
0,3,1,1,100,1,1,100,1,0,0,12,109,79,266,0.33,2,11,10,55,59,0.932,0,0,0,16,84,16,0.84,8,0,2,8,1,7,3,1,13,0.7,8,0,0,0,0,20,0,8,10
8,3,3,3,100,2,2,100,1,0,0,22,105,94,368,0.6,6,13,9,69,72,0.958,0,0,0,14,139,18,0.89,5,1,1,8,0.833,15,4,0,11,0.789,7,0,0,0,1,27,1,6,9
11,2,1,1,100,1,1,100,1,0,0,29,164,122,336,0.4,4,18,8,10,1,0.963,0,0,0,10,84,13,0.87,8,1,1,5,0.889,11,0,4,15,1,9,0,0,0,0,15,0,9,7
2,1,1,1,100,3,3,100,1,0,0,15,205,176,503,0.33,8,24,21,12,1,0.949,0,0,0,10,151,14,0.92,6,0,0,6,1,11,2,1,10,0.846,8,0,0,0,1,16,1,6,8
4,2,1,1,100,1,1,100,1,0,0,17,179,128,295,0.67,4,14,8,10,1,0.955,0,0,0,13,198,24,0.89,6,0,0,6,1,10,1,2,11,0.909,8,0,0,0,0,15,0,6,8
3,1,1,1,100,2,2,100,1,0,0,20,93,86,335,1,8,17,7,59,63,0.937,0,0,0,17,159,25,0.86,8,0,1,7,1,10,2,2,10,0.833,10,1,0,0,1,13,1,8,12
9,0,0,0,0,3,3,100,1,0,0,20,182,146,375,0,4,25,8,11,1,0.944,0,0,0,13,89,17,0.84,7,1,0,8,0.875,10,2,2,10,0.833,12,0,0,0,0,9,0,8,10
3,4,4,4,100,2,2,100,1,0,0,24,166,131,542,1,11,18,10,91,94,0.968,0,0,0,11,140,25,0.85,7,0,0,8,1,10,0,1,5,1,9,0,0,0,1,34,1,7,7
2,0,0,0,0,4,4,100,1,0,0,15,142,133,519,0,4,25,27,90,94,0.957,0,0,0,21,154,18,0.9,8,0,0,7,1,5,1,0,10,0.833,7,0,0,0,0,12,0,8,9
8,7,5,5,100,0,0,0,1,0,0,24,146,118,459,0.78,7,21,15,91,94,0.968,0,0,0,9,143,12,0.923,6,2,0,7,0.75,8,1,0,14,0.889,15,0,0,0,1,45,1,8,6
3,2,2,2,100,2,2,100,1,0,0,19,137,106,179,0.22,0,12,3,89,91,0.978,0,0,0,7,127,21,0.858,7,0,2,6,1,14,0,1,8,1,6,0,0,0,0,20,0,7,15
7,0,0,0,0,4,4,100,1,0,0,21,84,59,217,0,1,3,6,54,56,0.964,0,0,0,13,115,25,0.821,3,2,1,6,0.6,7,4,2,18,0.636,20,2,0,0,1,12,1,5,11
6,0,0,0,0,2,2,100,1,0,0,20,143,123,352,0,4,25,10,97,10,0.924,0,0,0,15,63,3,0.955,6,1,2,3,0.857,18,2,4,7,0.9,11,1,1,0,0,6,0,7,20
5,3,0,0,0,1,1,100,1,0,0,21,133,112,479,0.6,12,15,10,69,74,0.932,0,0,0,21,87,14,0.861,7,0,2,10,1,13,0,1,6,1,9,0,0,0,1,18,0,7,8
4,2,2,2,100,3,3,100,1,0,0,27,151,99,438,0.4,5,14,9,61,62,0.984,0,0,0,15,121,15,0.89,10,2,0,7,0.833,6,1,0,13,0.857,8,0,0,0,0,23,1,12,9
0,0,0,0,0,3,3,100,1,0,0,35,96,91,200,0,0,10,7,76,78,0.974,0,0,0,24,62,8,0.886,10,0,2,13,1,15,5,3,7,0.75,5,0,0,0,1,9,0,10,15
11,1,1,1,100,2,2,100,1,0,0,43,46,46,159,1,5,8,1,35,44,0.795,0,0,0,19,103,10,0.911,13,2,0,10,0.867,7,3,5,15,0.7,15,0,0,0,0,13,1,15,5
9,2,1,1,100,2,2,100,1,0,0,21,129,105,360,0.67,2,7,7,87,90,0.967,0,0,0,10,112,9,0.926,6,2,2,5,0.75,8,1,4,10,0.889,9,0,0,0,1,18,1,8,15
2,1,1,1,100,1,1,100,1,0,0,18,124,100,332,0.33,2,9,10,79,82,0.963,0,0,0,9,119,7,0.944,5,2,2,6,0.714,10,4,1,8,0.714,15,1,0,0,0,10,0,7,9
1,4,4,4,100,2,2,100,1,1,0,28,103,72,430,1,9,14,9,42,47,0.894,0,0,0,16,158,24,0.868,1,1,1,4,0.5,12,4,5,19,0.75,20,0,0,0,1,37,1,2,10
10,0,0,0,0,2,2,100,1,0,0,19,180,161,522,0,12,24,22,11,1,0.921,0,0,0,24,58,14,0.806,4,1,1,1,0.8,19,5,4,12,0.792,10,0,0,0,0,6,0,5,20
10,2,2,2,100,1,1,100,1,0,0,28,141,105,453,0.4,5,21,11,72,77,0.935,0,0,0,18,63,10,0.863,8,0,2,6,1,14,2,1,16,0.875,17,1,0,0,1,17,0,8,10
0,3,3,3,100,3,3,100,1,0,0,37,109,62,205,0.6,2,10,6,57,63,0.905,0,0,0,14,87,21,0.806,6,2,0,8,0.75,16,1,2,14,0.941,10,1,0,0,0,30,1,8,17
2,1,1,1,100,2,2,100,1,0,0,11,205,137,482,0.25,8,7,17,10,1,0.973,0,0,0,22,75,2,0.974,6,1,2,7,0.857,12,0,0,13,1,7,0,0,0,1,13,0,7,13
8,3,0,0,0,1,1,100,1,0,0,20,102,81,236,0.75,2,2,8,62,67,0.925,0,0,0,7,120,9,0.93,7,2,1,6,0.778,13,0,0,12,1,13,1,0,0,0,18,1,9,7
11,1,1,1,100,4,4,100,1,0,0,23,115,91,359,0.33,2,14,12,73,75,0.973,0,0,0,10,103,11,0.903,6,2,1,8,0.75,11,1,1,8,0.917,10,1,0,0,1,19,0,8,13
5,2,1,1,100,2,2,100,1,1,0,25,128,102,401,0.67,2,13,15,69,72,0.958,0,0,0,15,91,14,0.867,8,1,2,6,0.889,8,1,1,11,0.889,13,0,0,0,0,21,1,9,10
6,1,1,1,100,2,2,100,1,0,0,21,134,108,356,0.5,2,18,12,80,83,0.964,0,0,0,15,91,12,0.883,3,4,2,4,0.429,8,2,2,12,0.8,11,0,0,0,1,13,0,7,9
9,1,1,1,100,3,3,100,1,0,0,21,113,91,277,0.5,2,12,10,67,72,0.931,0,0,0,11,116,18,0.866,4,2,4,3,0.667,12,2,2,8,0.857,9,0,0,0,0,16,1,6,11
1,1,0,0,0,0,0,0,0,0,0,29,117,97,359,0.5,1,6,13,66,78,0.846,0,0,0,18,61,12,0.836,11,2,4,8,0.846,6,4,5,14,0.6,19,0,0,0,1,5,0,13,9
11,1,1,1,100,3,3,100,1,0,0,26,71,64,256,0.5,2,13,6,39,47,0.83,0,0,0,24,97,7,0.933,8,4,2,11,0.667,14,5,4,6,0.737,9,1,0,0,0,16,1,12,19
6,1,1,1,100,1,1,100,1,0,0,19,159,134,380,0.25,0,12,2,11,1,0.966,0,0,0,16,60,15,0.8,5,1,1,5,0.833,12,4,1,15,0.75,17,1,0,0,1,10,0,6,16
2,3,2,2,100,3,3,100,1,0,0,26,65,59,227,0.75,1,15,3,49,51,0.961,0,0,0,17,143,12,0.923,5,1,1,5,0.833,15,1,4,12,0.938,16,1,0,0,0,28,1,6,17
0,1,0,0,0,2,2,100,1,0,0,33,113,76,183,0.2,2,9,4,52,54,0.963,0,0,0,7,94,15,0.862,10,0,1,6,1,15,5,1,13,0.75,7,0,0,0,1,11,0,10,15
8,4,2,2,100,0,0,0,1,0,0,27,142,121,540,0.8,9,15,15,74,83,0.892,0,0,0,9,65,9,0.878,6,1,0,10,0.857,13,1,5,15,0.929,15,0,0,0,0,24,1,7,7
9,1,0,0,0,5,5,100,1,0,0,19,160,128,355,0.5,6,15,10,87,96,0.906,0,0,0,18,127,22,0.852,6,1,1,2,0.857,17,1,1,7,0.944,4,0,0,0,1,20,1,7,10
4,1,1,1,100,2,2,100,1,2,0,29,181,121,309,0.5,7,22,8,91,93,0.978,0,0,0,17,153,16,0.905,2,1,1,6,0.667,7,1,1,17,0.875,10,1,0,0,0,19,0,3,4
7,2,1,1,100,2,2,100,1,0,0,13,167,132,333,0.67,2,12,14,10,1,0.98,0,0,0,15,95,6,0.941,9,0,0,7,1,8,2,4,9,0.8,14,0,0,0,1,18,0,9,11
3,1,1,1,100,3,3,100,1,1,0,19,107,77,205,0.33,1,6,6,64,65,0.985,0,0,0,9,146,12,0.924,7,0,0,9,1,9,4,2,8,0.692,11,1,0,0,0,19,1,7,14
5,5,5,5,100,2,2,100,1,0,0,28,140,91,412,0.83,8,21,10,65,67,0.97,0,0,0,13,112,11,0.911,10,1,3,5,0.909,17,0,3,9,1,9,0,0,0,1,41,1,11,15
10,1,1,1,100,1,1,100,1,0,0,21,130,97,410,0.17,4,11,9,74,76,0.974,0,0,0,16,105,21,0.833,5,3,1,10,0.625,9,3,0,17,0.75,15,1,0,0,0,10,0,8,9
3,3,2,2,100,1,1,100,1,0,0,12,198,145,487,0.75,8,17,15,11,1,0.958,0,0,0,15,133,11,0.924,6,1,1,7,0.857,10,3,0,3,0.769,8,0,0,0,1,22,1,7,12
5,1,1,1,100,3,3,100,1,0,0,18,173,124,453,0.25,2,12,7,10,1,0.955,0,0,0,12,150,18,0.893,7,1,1,6,0.875,3,0,3,10,1,12,2,0,0,0,16,0,8,8
4,5,4,4,100,0,0,0,1,0,0,15,143,74,375,0.83,7,13,18,40,42,0.952,0,0,0,11,120,4,0.968,10,4,3,9,0.714,10,2,3,9,0.833,15,1,0,0,1,33,1,14,14
1,1,1,1,100,2,2,100,1,0,0,16,154,106,266,0.17,2,6,12,79,82,0.963,0,0,0,10,61,13,0.824,9,3,4,10,0.75,9,3,2,10,0.75,14,1,0,0,0,13,0,12,15
10,4,1,1,100,1,1,100,1,0,0,14,109,91,259,0.67,6,6,8,67,70,0.957,0,0,0,15,84,8,0.913,5,1,1,6,0.833,13,0,2,10,1,15,1,0,0,1,25,0,6,11
9,2,1,1,100,5,5,100,1,0,0,17,106,69,144,0.33,1,8,7,55,56,0.982,0,0,0,13,107,6,0.947,6,1,1,5,0.857,10,2,0,13,0.833,11,0,0,0,0,27,1,7,15
2,4,2,2,100,1,1,100,1,0,0,40,132,89,359,0.67,4,16,7,76,81,0.938,0,0,0,15,131,11,0.922,5,0,1,4,1,13,2,2,14,0.867,7,0,0,0,1,27,1,5,7
0,2,2,2,100,1,1,100,1,0,0,36,152,129,293,0.33,2,10,7,10,1,0.964,0,0,0,19,93,16,0.853,4,1,0,5,0.8,14,2,2,13,0.875,7,0,0,0,0,17,0,5,7
11,4,4,4,100,2,2,100,1,0,0,16,159,115,446,0.67,6,18,13,80,83,0.964,0,0,0,15,104,6,0.945,11,0,3,8,1,10,2,2,15,0.833,9,1,0,0,1,34,1,11,12
7,2,1,1,100,2,2,100,1,0,0,14,103,106,353,0.33,2,6,7,80,85,0.941,0,0,0,15,103,20,0.837,8,3,0,11,0.727,15,2,2,10,0.882,12,1,0,0,0,18,0,11,9
8,1,1,1,100,3,3,100,1,0,0,20,71,51,219,0.33,3,13,2,44,47,0.936,0,0,0,16,107,7,0.939,6,3,1,5,0.667,13,0,3,9,1,9,1,0,0,1,16,0,9,14
6,2,2,2,100,3,3,100,1,0,0,20,102,95,367,0.67,0,7,4,76,78,0.974,0,0,0,16,58,13,0.817,5,1,3,6,0.833,9,3,0,13,0.75,14,1,0,0,0,23,1,6,9
2,3,2,2,100,1,1,100,1,0,0,23,164,129,378,0.75,4,6,8,10,1,0.963,0,0,0,15,65,11,0.855,9,0,2,5,1,13,0,3,8,1,9,0,0,0,1,22,1,9,14
10,1,1,1,100,4,4,100,1,0,0,31,73,61,217,0.25,3,11,3,54,55,0.982,0,0,0,10,133,7,0.95,5,2,0,9,0.714,8,3,0,13,0.727,14,2,0,0,0,19,0,7,9
0,5,3,3,100,1,1,100,1,0,0,26,140,111,448,1,2,13,6,82,85,0.965,0,0,0,6,172,23,0.882,11,2,0,3,0.846,7,1,4,13,0.875,13,1,0,0,1,34,1,13,7
3,0,0,0,0,2,2,100,1,0,0,13,179,151,389,0,1,24,10,12,1,0.935,0,0,0,28,99,13,0.884,3,0,2,11,1,13,4,1,7,0.765,7,2,0,0,0,6,0,3,13
7,3,2,2,100,1,1,100,1,0,0,26,125,117,376,0.6,3,3,13,87,89,0.978,0,0,0,14,54,6,0.9,8,1,1,6,0.889,14,4,2,9,0.778,5,0,0,0,1,22,1,9,9
8,2,2,2,100,1,1,100,1,1,0,36,93,53,189,0.4,3,6,3,40,41,0.976,0,0,0,12,127,3,0.977,6,1,1,8,0.857,9,2,4,14,0.818,9,1,0,0,0,20,0,7,5
11,1,1,1,100,4,4,100,1,0,0,19,163,144,423,0.12,6,24,12,10,1,0.963,0,0,0,8,83,18,0.822,3,2,2,9,0.6,9,1,1,7,0.9,11,0,0,0,1,19,0,5,12
9,7,5,5,100,1,1,100,1,0,0,20,111,102,479,0.88,13,18,13,65,67,0.97,0,0,0,9,155,24,0.866,9,2,2,3,0.818,7,1,1,9,0.875,12,0,0,0,0,48,1,11,11
6,3,3,3,100,3,3,100,1,0,0,19,85,83,334,1,2,10,9,49,54,0.907,0,0,0,9,100,14,0.877,6,0,1,4,1,14,1,0,10,0.933,17,0,0,0,1,30,1,6,14
4,0,0,0,0,5,5,100,1,0,0,18,225,155,432,0,2,14,20,83,86,0.965,0,0,0,10,66,10,0.868,4,1,0,6,0.8,10,0,1,14,1,14,1,1,0,0,15,0,5,17
11,0,0,0,0,1,1,100,1,0,0,19,128,90,192,0,0,5,4,83,85,0.976,0,0,0,10,99,6,0.943,7,7,1,7,0.5,11,1,1,3,0.917,16,0,0,0,1,3,0,14,11
2,0,0,0,0,6,6,100,1,0,0,21,113,78,272,0,0,6,3,70,72,0.972,0,0,0,15,114,5,0.958,7,1,7,7,0.875,3,1,1,11,0.75,11,1,0,0,0,18,1,8,16
3,3,3,3,100,3,3,100,1,0,0,13,144,95,341,0.6,7,9,7,69,74,0.932,0,0,0,12,73,13,0.849,7,0,0,8,1,8,1,1,4,0.889,9,0,0,0,1,30,1,7,10
4,2,1,1,100,3,3,100,1,0,0,14,150,87,298,0.4,3,13,16,57,59,0.966,0,0,0,9,96,9,0.914,8,0,0,7,1,4,1,1,8,0.8,10,1,0,0,0,21,0,8,9
9,3,2,2,100,2,2,100,1,0,0,12,135,96,448,1,9,19,4,67,69,0.971,0,0,0,16,62,8,0.886,14,1,2,10,0.933,11,1,4,10,0.917,7,0,0,0,1,25,1,15,17
0,0,0,0,0,0,0,0,0,0,0,16,98,60,169,0,1,8,4,47,52,0.904,0,0,0,15,100,19,0.84,10,2,1,14,0.833,10,4,1,11,0.714,17,1,0,0,0,0,0,12,7
10,1,1,1,100,3,3,100,1,0,0,21,100,104,270,0.25,2,10,8,85,87,0.977,0,0,0,8,95,10,0.905,6,0,1,9,1,7,2,2,11,0.778,12,2,0,0,1,16,0,6,7
6,3,2,2,100,5,5,100,1,0,0,18,134,114,395,0.75,3,8,7,76,76,1,0,0,0,11,91,15,0.859,9,1,0,6,0.9,11,2,2,7,0.846,7,0,0,0,0,34,1,10,12
5,3,2,2,100,1,1,100,1,0,0,21,128,99,391,0.5,8,12,5,74,74,1,0,0,0,12,97,15,0.866,8,5,3,10,0.615,7,3,1,12,0.7,18,1,0,0,1,22,0,13,19
7,3,3,3,100,2,2,100,1,0,0,19,115,88,411,0.5,7,15,10,56,60,0.933,0,0,0,16,96,12,0.889,10,3,5,8,0.769,12,1,3,7,0.923,19,1,0,0,0,27,1,13,18
8,2,1,1,100,4,4,100,1,0,0,31,108,106,472,0.67,7,16,11,79,82,0.963,0,0,0,12,87,14,0.861,7,1,2,5,0.875,16,1,4,14,0.941,12,0,0,0,1,24,1,8,13
1,1,1,1,100,2,2,100,1,0,0,26,66,68,195,0.33,1,14,1,61,62,0.984,0,0,0,5,126,16,0.887,5,2,1,7,0.714,14,4,1,16,0.778,13,0,0,0,0,13,0,7,12
3,9,7,7,100,0,0,0,1,0,0,14,181,123,560,0.75,8,15,8,96,97,0.99,0,0,0,16,142,15,0.905,4,1,0,5,0.8,6,2,2,7,0.75,6,0,0,0,1,59,1,5,7
11,3,2,2,100,1,1,100,1,0,0,12,205,122,355,0.25,3,15,12,10,1,0.971,0,0,0,11,136,15,0.901,5,0,1,4,1,7,2,2,6,0.778,7,1,0,0,0,22,0,5,6
4,4,3,3,100,1,1,100,1,0,0,13,185,84,352,1,5,11,4,68,73,0.932,0,0,0,9,50,2,0.962,10,3,2,6,0.769,12,1,2,9,0.923,11,0,0,0,1,29,1,13,15
10,0,0,0,0,1,1,100,1,0,0,8,81,52,167,0,2,2,7,40,48,0.833,0,0,0,16,83,11,0.883,6,2,3,10,0.75,9,2,1,12,0.818,15,0,0,0,0,3,0,8,11
7,1,1,1,100,2,2,100,1,0,0,28,63,62,303,0.33,1,10,6,41,42,0.976,0,0,0,8,77,1,0.987,4,1,1,9,0.8,17,2,1,11,0.895,12,0,0,0,1,13,0,5,17
2,2,1,1,100,4,4,100,1,0,0,38,67,80,244,0.67,0,1,5,58,61,0.951,0,0,0,4,58,10,0.853,9,1,1,4,0.9,11,1,2,17,0.917,17,2,0,0,0,24,1,10,12
